AGI	gene	baseMean	log2FC	lfcSE	stat	pvalue	padj	description
AT1G52315	ISTL9	3.2407	4.9923	1.623	3.076	0.002098	0.0076991	Regulator of Vps4 activity in the MVB pathway protein.
AT1G09270	IMPA-4	479.14	0.35686	0.11602	3.0758	0.0020991	0.0077014	full_name=importin alpha isoform 4. importin alpha isoform 4. Protein interacts with Agrobacterium proteins VirD2 and VirE2.
AT2G28480		133.4	0.59817	0.19449	3.0756	0.0021008	0.0077057	RNA-binding CRS1 / YhbY (CRM) domain protein.
AT1G04480		368.18	0.39213	0.12754	3.0746000000000002	0.0021077	0.0077293	Ribosomal protein L14p/L23e family protein.
AT5G25210		127.86	0.58858	0.19145	3.0743	0.0021099	0.0077355	hypothetical protein.
AT2G27280		3.3527	5.0077	1.629	3.0742	0.002111	0.0077377	coiled-coil protein (DUF2040).
AT5G56180	ARP8	294.05	0.3939	0.12816	3.0736	0.0021149	0.0077503	full_name=actin-related protein 8. actin-related protein 8. encodes a protein whose sequence is similar to actin-related proteins (ARPs) in other organisms. Member of nuclear ARP family of genes.
AT3G08780		184.15	0.52588	0.17113	3.0729	0.0021199	0.0077668	BRISC complex subunit Abro1-like protein.
AT5G08560	WDR26	1419.9	0.32215	0.10484	3.0728	0.0021208	0.0077685	transducin family protein / WD-40 repeat family protein.
AT1G07970	PNET1	190.49	0.48542	0.15799	3.0725	0.0021228	0.0077724	cytochrome B561, amino-terminal protein.
AT3G50430		67.565	-0.81611	0.26562	-3.0725	0.0021229	0.0077724	golgin.
AT1G50460	HKL1	348.83	0.39001	0.12695	3.0721	0.0021255	0.0077803	full_name=hexokinase-like 1. hexokinase-like 1. Involved in glucose-ethylene crosstalk.
AT5G04180	ACA3	37.005	-2.1391	0.69638	-3.0718	0.0021277	0.0077864	full_name=alpha carbonic anhydrase 3. alpha carbonic anhydrase 3.
AT5G22340		98.819	0.65719	0.21402	3.0707	0.0021354	0.0078127	NF-kappa-B inhibitor-like protein.
AT4G13860		12.358	2.4742	0.80603	3.0696	0.0021434	0.0078404	RNA-binding (RRM/RBD/RNP motifs) family protein.
AT5G39410		926.92	-0.27081	0.088227	-3.0695	0.0021443	0.0078419	Saccharopine dehydrogenase.
AT4G20990	ACA4	3.3377	5.0448	1.6437	3.0691	0.0021471	0.0078502	full_name=alpha carbonic anhydrase 4. alpha carbonic anhydrase 4.
AT2G15290	TIC21	213.65	-0.45611	0.14863	-3.0687	0.00215	0.0078588	full_name=translocon at inner membrane of chloroplasts 21. translocon at inner membrane of chloroplasts 21. Encodes a protein located in the chloroplast inner envelope. The study of mutant defective in the gene product suggests that the protein is involved in the translocation of protein across the envelope membrane into the chloroplast stroma.
AT2G24360	STYK	692.52	-0.2878	0.09383	-3.0673	0.0021601	0.0078941	Protein kinase superfamily protein.
AT1G62510		5454.6	0.21444	0.06992	3.0669	0.0021627	0.0079017	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein.
AT1G24490	ALB4	1609.7	-0.23393	0.076283	-3.0666	0.0021649	0.007908	full_name=ALBINA 4. OxaA/YidC-like membrane insertion protein. Homologue of the Alb3/Oxa1/YidC family. ALB4 is almost identical to the Alb3/Oxa1/YidC domain of the previously described 110 kDa inner envelope protein ARTEMIS. However, ALB4 is expressed as a separate 55 kDa protein and is located in the thylakoid membrane of chloroplasts. Analysis of a T-DNA insertion line with a reduced level of Alb4 revealed chloroplasts with an altered ultrastructure. Mutant plastids are larger, more spherical in appearance and the grana stacks within the mutant lines are less appressed than in the wild-type chloroplasts. ALB4 is required for proper chloroplast biogenesis.
AT4G22280		49.246	0.97743	0.31886	3.0654	0.0021739	0.0079391	F-box/RNI-like superfamily protein.
AT5G44410	ATBBE27	138.5	-0.59827	0.1952	-3.0649	0.0021771	0.0079489	FAD-binding Berberine family protein.
AT5G02790	GSTL3	11.068	-2.416	0.78838	-3.0645	0.0021802	0.0079584	full_name=Glutathione transferase L3. Glutathione S-transferase family protein.
AT4G09685		5.9343	3.9036	1.2739	3.0644	0.0021811	0.0079599	Natural antisense transcript overlaps with AT4G38180.  Natural antisense transcript overlaps with AT4G38180
AT2G15690	DYW2	342.3	-0.37858	0.12355	-3.0643	0.0021816	0.00796	Tetratricopeptide repeat (TPR)-like superfamily protein.
AT2G40020		104.62	-0.66287	0.21637	-3.0636	0.0021871	0.007978	Nucleolar histone methyltransferase-related protein.
AT4G08455		135.62	-0.57445	0.18756	-3.0628	0.002193	0.0079977	BTB/POZ domain-containing protein.
AT3G04120	GAPC1	612.31	-0.30798	0.10057	-3.0623	0.0021968	0.0080098	full_name=glyceraldehyde-3-phosphate dehydrogenase C subunit 1. glyceraldehyde-3-phosphate dehydrogenase C subunit 1. encodes cytosolic GADPH (C subunit) involved in the glycolytic pathway but also interacts with H2O2 potentially placing it in a signalling cascade induced by ROS.
AT5G08380	AGAL1	104.13	0.67146	0.21929	3.0619	0.0021992	0.0080167	full_name=alpha-galactosidase 1. alpha-galactosidase 1.
AT5G01310	APTX	157.39	-0.52449	0.17131	-3.0616	0.0022015	0.008022	full_name=APRATAXIN-like. APRATAXIN-like protein. Encodes a protein that has adenylylsulfate sulfohydrolase activity (E.C. 3.6.2.1) in vitro. This locus has been split into two based on data presented in PMID:22372440. The first annotated exon of the existing AT5G01310.1 model (TAIR10) with part of the first intron becomes a new locus AT5G01305 (encodes a bHLH proteins ROX1). The 3' part retains the original locus name: AT5G01310 (encodes APTX).
AT5G27410		546.18	0.3288	0.1074	3.0615	0.002202	0.008022	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein. D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein; FUNCTIONS IN: catalytic activity; INVOLVED IN: metabolic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Aminotransferase, class IV (InterPro:IPR001544); BEST Arabidopsis thaliana protein match is: D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein (TAIR:AT3G05190.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). Note that the At5g27410.2 gene model (TAIR10) has been obsoleted due to the lack of experimental support.
AT2G40590		330.53	-0.41187	0.13453	-3.0615	0.0022022	0.008022	Ribosomal protein S26e family protein.
AT5G41190	NOB1	612.27	0.29848	0.097499	3.0614	0.0022031	0.0080236	RNA-binding NOB1-like protein. Encodes a cytoplasmic protein with RNA endonuclease activity. Mutants display aberrant RNA processing and male and female gametophyte development.
AT2G46210	SLD2	26.931	-1.541	0.50342	-3.0611	0.0022049	0.0080285	full_name=sphingoid LCB desaturase 2. Fatty acid/sphingolipid desaturase.
AT3G03620		1261.4	0.26707	0.087291	3.0596	0.0022165	0.0080687	MATE efflux family protein.
AT3G54050	HCEF1	115.78	0.64873	0.21211	3.0585	0.0022248	0.0080966	full_name=high cyclic electron flow 1. high cyclic electron flow 1. Encodes a chloroplastic fructose 1,6-bisphosphate phosphatase. also known as HCEF1 (High Cyclic Electron Flow 1). hcef1 mutants have constitutively elevated electron flow (CEFI) and plants with antisense suppression of this enzyme have higher levels of net leaf photosynthesis  and increased sucrose biosynthesis.
AT2G17790	VPS35A	420.1	-0.34821	0.11385	-3.0584	0.0022252	0.0080966	full_name=VPS35 homolog A. vacuolar protein sorting-associated 35A-like protein. Encodes a protein with similarity to yeast VPS35 which encodes a component of the retromer involved in retrograde endosomal transport. Mutants partially suppress the loss of VTI11 function in Arabidopsis and restores gravitropism in the double mutant.
AT1G11910	APA1	7585.2	-0.36962	0.12087	-3.0581	0.0022276	0.0081025	full_name=aspartic proteinase A1. aspartic proteinase A1. Encodes an aspartic proteinase that forms a heterodimer and is stable over a broad pH range (ph 3-8).
AT1G09863		87.164	-0.73286	0.23965	-3.058	0.0022278	0.0081025	Natural antisense transcript overlaps with AT1G79510.  Natural antisense transcript overlaps with AT1G79510
AT5G16320	FRL1	213.6	0.46862	0.15324	3.058	0.0022284	0.0081026	full_name=FRIGIDA like 1. FRIGIDA like 1. family member of FRI-related genes that is  required for the winter-annual habit. Genbank accession BK004884
AT1G51680	4CL1	95.707	-0.69191	0.22634	-3.0569	0.0022363	0.0081298	full_name=4-coumarate:CoA ligase 1. 4-coumarate:CoA ligase 1. encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. In addition to 4-coumarate, it also converts ferulate.  The catalytic efficiency was in the following (descending) order:  p-coumaric acid, ferulic acid, caffeic acid and 5-OH-ferulic acid. At4CL1 was unable to use sinapic acid as substrate.
AT1G05710		122.53	0.65967	0.21594	3.0549	0.0022517	0.0081823	basic helix-loop-helix (bHLH) DNA-binding superfamily protein.
AT3G59350		756.5	0.28622	0.093694	3.0548	0.0022518	0.0081823	Protein kinase superfamily protein.
AT3G21400		141.06	-0.56285	0.18426	-3.0547	0.002253	0.0081849	dynein beta chain, ciliary protein.
AT4G27260	WES1	13.594	1.93	0.63191	3.0542	0.0022566	0.008196	Auxin-responsive GH3 family protein. encodes an IAA-amido synthase that conjugates Asp and other amino acids to auxin in vitro. Lines carrying insertions in this gene are hypersensitive to auxin. It is involved in camalexin biosynthesis via conjugating indole-3-carboxylic acid (ICA) and cysteine (Cys).
AT2G38290	AMT2	79.713	0.73302	0.24005	3.0536	0.0022615	0.0082119	full_name=ammonium transporter 2. ammonium transporter 2. encodes a high-affinity ammonium transporter, which is expressed in shoot and root. Expression in root and shoot is under nitrogen and carbon dioxide regulation, respectively.
AT5G05780	RPN8A	382.2	0.38659	0.12663	3.0529	0.0022662	0.008227	full_name=RP non-ATPase subunit 8A. RP non-ATPase subunit 8A. Encodes a putative 26S proteasome subunit RPN8a.  The function of RPN8a and other 26S subunits may be required for specifying leaf adaxial identity.
AT4G36380	ROT3	283.54	0.41555	0.13615	3.0521	0.0022722	0.0082468	full_name=ROTUNDIFOLIA 3. Cytochrome P450 superfamily protein. Encodes a cytochrome P-450 gene that is involved in leaf blade expansion by controlling polar cell expansion in the leaf length direction. Member of the CYP90C CYP450 family. ROT3 was shown to be involved in brassinosteroid biosynthesis, most likely in the conversion step of typhasterol (TY) to castasterone (CS). As 6-deoxo-CS was unable to restore the phenotype of rot3-1, it has been postulated that ROT3 might be specifically involved in the conversion of TY to CS in the C6-oxidation pathway of brassinolide. Recently, CYP90C1 was shown to catalyse the C-23 hydroxylation of several brassinosteroids (the enzyme has a broad specificity for 22-hydroxylated substrates).
ATMG00730	COX3	19.672	1.5918	0.52177	3.0507	0.0022832	0.008285	Encodes cytochrome c oxidase subunit 3.
AT4G09350	NdhT	10.556	-2.3589	0.77331	-3.0504	0.0022851	0.0082901	full_name=NADH dehydrogenase-like complex T. Chaperone DnaJ-domain superfamily protein.
AT2G35660	CTF2A	27.495	-1.2915	0.42362	-3.0487	0.0022983	0.0083359	FAD/NAD(P)-binding oxidoreductase family protein. Encodes a member of a novel gene family with  homology to known proteins involved in hydroxylation and oxidation of an aromatic ring.
AT5G23940	PEL3	91.717	-0.67184	0.22042	-3.048	0.0023034	0.0083525	full_name=PERMEABLE LEAVES3. HXXXD-type acyl-transferase family protein. Encodes PERMEABLE LEAVES3 (PEL3), a putative acyl-transferase.  Mutation in this locus results in altered trichome phenotype (trcichomes become tangled during leaf expansion).  Additional phenotype includes altered cuticle layer.
AT3G20935	CYP705A28	16.973	1.6754	0.54968	3.0479	0.0023045	0.0083547	full_name=cytochrome P450, family 705, subfamily A, polypeptide 28. cytochrome P450, family 705, subfamily A, polypeptide 28.
AT3G14360	ATOBL1	632.28	-0.30478	0.10003	-3.0468	0.0023131	0.0083838	alpha/beta-Hydrolases superfamily protein.
AT3G26860		10.836	-2.7329	0.89728	-3.0458	0.0023207	0.0084089	Plant self-incompatibility protein S1 family.
AT1G76790	IGMT5	3.2511	4.9873	1.6375	3.0457	0.002321	0.0084089	full_name=indole glucosinolate O-methyltransferase 5. O-methyltransferase family protein.
AT2G44065		188.73	0.48794	0.16022	3.0454	0.002324	0.0084165	Ribosomal protein L2 family.
AT4G16770		184.91	-0.52673	0.17296	-3.0453	0.0023242	0.0084165	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein.
AT1G59890	SNL5	305.52	0.3908	0.12835	3.0449	0.0023278	0.0084275	full_name=SIN3-like 5. SIN3-like 5.
AT1G76600		25.461	1.4402	0.47305	3.0446	0.0023303	0.0084346	poly polymerase.
AT4G30990		760.26	0.27568	0.090558	3.0442	0.0023327	0.0084414	ARM repeat superfamily protein.
AT5G27220		145.59	-0.57279	0.1882	-3.0435	0.0023385	0.0084605	Frigida-like protein.
AT5G54800	GPT1	704.41	-0.27264	0.089622	-3.0421	0.0023491	0.0084969	full_name=glucose 6-phosphate/phosphate translocator 1. glucose 6-phosphate/phosphate translocator 1. Encodes glucose6-Phosphate/phosphate transporter 1.  Essential for pollen maturation and embryo sac development.
AT3G61050	NTMC2T4	806.04	-0.27035	0.088874	-3.0419	0.002351	0.0085009	Calcium-dependent lipid-binding (CaLB domain) family protein. Encodes a novel transcriptional regulator, a calcium-dependent lipid-binding protein containing a C2 domain, that binds specifically to the promoter of THAS1 (thalianol synthase 1).  It can bind ceramide and is involved in drought and salt tolerance.
AT1G34844		25.3	-1.2847	0.42236	-3.0418	0.0023516	0.0085009	Natural antisense transcript overlaps with AT1G34842. Potential natural antisense gene, locus overlaps with AT1G34842 Natural antisense transcript overlaps with AT1G34842
AT5G01350		1522.9	-0.23252	0.076443	-3.0418	0.0023518	0.0085009	UvrABC system C protein.
AT5G46160		186.32	-0.49328	0.16221	-3.041	0.0023577	0.0085193	Ribosomal protein L14p/L23e family protein.
AT3G61880	CYP78A9	41.712	-1.3883	0.45652	-3.041	0.0023579	0.0085193	full_name=cytochrome p450 78a9. cytochrome p450 78a9. Encodes a cytochrome p450 monooxygenase.  Overexpression of this gene allows fruit growth independently of fertilization.  The gene is normally expressed only in floral organs(during the Arabidopsis stage 14 flower) and in the funiculus at anthesis.
AT5G66250		366.59	0.40276	0.13245	3.0409	0.0023588	0.0085203	kinectin-like protein.
AT1G05520	ATSEC23B	249.66	0.43334	0.14253	3.0403	0.0023637	0.0085363	Sec23/Sec24 protein transport family protein.
AT3G08610		386.83	-0.37701	0.12403	-3.0397	0.0023683	0.0085509	NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit.
AT1G32810		805.88	0.28866000000000003	0.094967	3.0396	0.0023692	0.0085524	RING/FYVE/PHD zinc finger superfamily protein.
AT2G26450		23.746	-2.1577	0.71005	-3.0388	0.002375	0.0085711	Plant invertase/pectin methylesterase inhibitor superfamily.
AT3G23440	EDA6	38.432	-1.0485	0.34508	-3.0386	0.0023772	0.008577	full_name=EMBRYO SAC DEVELOPMENT ARREST 6. embryo sac development arrest 6.
AT2G46610	RS31a	121.09	-0.59863	0.19703	-3.0382	0.0023796	0.0085839	full_name=arginine/serine-rich splicing factor 31a. RNA-binding (RRM/RBD/RNP motifs) family protein. Barta et al (2010) have proposed a nomenclature for Serine/Arginine-Rich Protein Splicing Factors (SR proteins): Plant Cell. 2010, 22:2926.
AT2G28420	GLYI8	5641.8	0.19169	0.063101	3.0378	0.0023833	0.0085955	full_name=glyoxylase I 8. Lactoylglutathione lyase / glyoxalase I family protein.
AT2G19080		459.24	0.35221	0.11598	3.0369	0.0023903	0.0086187	metaxin-like protein.
AT3G18080	BGLU44	208.99	0.45481	0.14979	3.0364	0.0023942	0.0086309	full_name=B-S glucosidase 44. B-S glucosidase 44.
AT1G62660	VI1	5.5388	-4.1512	1.3672	-3.0362	0.0023955	0.0086333	Glycosyl hydrolases family 32 protein.
AT4G02450	P23-1	1915.5	-0.21697	0.071482	-3.0353	0.0024033	0.0086595	HSP20-like chaperones superfamily protein.
AT5G50030		33.955	-2.0971	0.69102	-3.0348	0.0024068	0.0086704	Plant invertase/pectin methylesterase inhibitor superfamily protein.
AT2G29710		6.225	3.3488	1.1035	3.0346	0.0024086	0.0086749	UDP-Glycosyltransferase superfamily protein.
AT4G17010		218.93	0.44434	0.14643	3.0344	0.0024104	0.0086792	transcription factor IIIB.
AT4G34740	ASE2	298.47	0.39383	0.12982	3.0336	0.0024169	0.0087008	full_name=GLN phosphoribosyl pyrophosphate amidotransferase 2. GLN phosphoribosyl pyrophosphate amidotransferase 2. Encodes glutamine 5-phosphoribosylpyrophosphate amidotransferase. Mutants are deficient in leaf, but not cotyledon, plastid and palisade cell development. Mutants exhibit defective chloroplast development under non-low light, suggesting that the defect in chloroplast development is caused by photo-oxidative damage. Plays role in differential development of vascular-associated cells. Demonstrates a cell-specific difference in chloroplast development.Mutant leaves are highly reticulate with a green vascular pattern.
AT2G27170	TTN7	727.58	-0.29149	0.09612	-3.0326	0.0024249	0.0087275	full_name=TITAN7. Structural maintenance of chromosomes (SMC) family protein. Encodes a member of the Arabidopsis cohesin complex that is essential for viability and sister chromatid alignment.
AT4G18170	WRKY28	12.18	2.045	0.67438	3.0324	0.0024261	0.00873	full_name=WRKY DNA-binding protein 28. WRKY DNA-binding protein 28. member of WRKY Transcription Factor; Group II-c.  Involved in the activation of salicylic acid biosynthesis genes ICS1 and PBS3.
AT2G32250	FRS2	170.84	-0.53855	0.17762	-3.0321	0.0024289	0.0087362	full_name=FAR1-related sequence 2. FAR1-related sequence 2.
AT5G16540	ZFN3	18.982	-1.7561	0.57918	-3.0321	0.0024289	0.0087362	full_name=zinc finger nuclease 3. zinc finger nuclease 3. Encodes a zinc finger protein.
AT3G27200		6.1198	-4.1137	1.3572	-3.031	0.0024372	0.008764	Cupredoxin superfamily protein.
AT1G25530		21.417	-1.5038	0.49617	-3.0309	0.0024386	0.0087668	Transmembrane amino acid transporter family protein.
AT3G21295	PWWP3	260.74	0.57814	0.19078	3.0305	0.0024415	0.0087754	Tudor/PWWP/MBT superfamily protein.
AT1G79810	TED3	369.72	-0.3917	0.12926	-3.0303	0.0024434	0.0087803	full_name=REVERSAL OF THE DET PHENOTYPE 3. Pex2/Pex12 N-terminal domain-containing protein / zinc finger (C3HC4-type RING finger) family protein. Dominant suppressor of det1 phenotypes. Encodes a peroxisomal protein essential for Arabidopsis growth. Inserted directly from the cytosol into peroxisomes.
AT3G07560	PEX13	2311.8	-0.22285	0.073552	-3.0298	0.0024468	0.0087904	full_name=peroxin 13. peroxin 13. Encodes peroxin 13 (PEX13) involved in protein transport into peroxisomes, for example, peroxisomal import of nitric oxide synthase.
AT2G42070	NUDX23	92.373	0.67802	0.22383	3.0292	0.0024521	0.0088075	full_name=nudix hydrolase homolog 23. nudix hydrolase homolog 23. Encodes a plastid-localized Nudix hydrolase that has FAD pyrophosphohydrolase activity. Negative feedback regulation of the metabolism of flavins through the hydrolysis of FAD by AtNUDX23 in plastids is involved in the flavin homeostasis in plant cells.
AT1G30040	GA2OX2	41.147	1.0184	0.33637	3.0277	0.0024642	0.008849	full_name=gibberellin 2-oxidase. gibberellin 2-oxidase. Encodes a gibberellin 2-oxidase that acts on C-19 gibberellins. AtGA2OX2 expression is responsive to cytokinin and KNOX activities.
AT1G73990	SPPA	212.24	-0.47418	0.15662	-3.0276	0.0024648	0.0088493	full_name=signal peptide peptidase. signal peptide peptidase. Encodes a putative protease SppA (SppA).
AT1G55800		15.33	1.7258	0.57014	3.027	0.0024702	0.0088667	hypothetical protein.
AT3G26350		31.783	1.2127	0.40094	3.0245	0.0024902	0.0089363	proline-rich receptor-like kinase.
AT5G42790	PAF1	838.26	-0.27327	0.090358	-3.0243	0.0024917	0.0089398	full_name=proteasome alpha subunit F1. proteasome alpha subunit F1. encodes a protein with extensive homology to the largest subunit of the multicatalytic proteinase complex (proteasome). Negatively regulates thiol biosynthesis and arsenic tolerance.
AT3G28150	TBL22	33.223	1.138	0.37634	3.0238	0.002496	0.008953	full_name=TRICHOME BIREFRINGENCE-LIKE 22. TRICHOME BIREFRINGENCE-LIKE 22. Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. A putative xyloglucan O-acetyltransferase. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).
AT2G40920		296.18	0.38975	0.12892	3.0233	0.0025004	0.0089667	F-box and associated interaction domains-containing protein.
AT5G03740	HD2C	1221.6	-0.22908	0.075777	-3.023	0.0025025	0.0089724	full_name=histone deacetylase 2C. histone deacetylase 2C. HD2-type histone deacetylase HDAC. Involved in the ABA and stress responses. Mediates transcriptional repression
AT1G70730	PGM2	793.29	-0.27136	0.089772	-3.0227	0.0025052	0.00898	full_name=phosphoglucomutase 2. Phosphoglucomutase/phosphomannomutase family protein. Encodes a cytosolic phosphoglucomutase (PGM).  Two Arabidopsis PGM proteins (AT1G70730/PGM2 and AT1G23190/PGM3) have high sequence similarities and redundant functions. Mature plants possessing a single cPGM allele had a major reduction in cPGM activity. Whereas pgm2 and pgm3 single mutants are undistinguishable from the wild type, loss of both PGM2 and PGM3 severely impairs male and female gametophyte development.
AT3G20580	COBL10	20.542	-2.3887	0.79027	-3.0226	0.0025062	0.0089815	full_name=COBRA-like protein 10 precursor. COBRA-like protein 10 precursor.
AT5G11150	VAMP713	105.81	0.63236	0.20927	3.0217	0.0025136	0.0090059	full_name=vesicle-associated membrane protein 713. vesicle-associated membrane protein 713. Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family.
AT3G60130	BGLU16	6.1093	-3.5685	1.1813	-3.0207	0.0025216	0.0090326	full_name=beta glucosidase 16. beta glucosidase 16.
AT1G55570	sks12	10.288	-2.4831	0.82205	-3.0207	0.0025221	0.0090326	full_name=SKU5  similar 12. SKU5 similar 12.
AT3G60630	HAM2	52.821	-0.87071	0.2883	-3.0201	0.0025269	0.0090476	full_name=HAIRY MERISTEM 2. GRAS family transcription factor. Belongs to one of the LOM (LOST MERISTEMS) genes: AT2G45160 (LOM1), AT3G60630 (LOM2) and AT4G00150 (LOM3). LOM1 and LOM2 promote cell differentiation at the periphery of shoot meristems and help to maintain their polar organization.
AT1G12300	RFL2	30.482	-1.224	0.40541	-3.0192	0.0025348	0.009074	Tetratricopeptide repeat (TPR)-like superfamily protein.
AT2G26790		105.75	-0.62369	0.20665	-3.018	0.0025441	0.0091051	Pentatricopeptide repeat (PPR) superfamily protein.
AT5G60620	GPAT9	257.39	0.42291	0.14013	3.0179	0.0025453	0.0091055	full_name=glycerol-3-phosphate acyltransferase 9. glycerol-3-phosphate acyltransferase 9. Glycerol-3-phosphate acyltransferase localized to the ER. Similar to mammalian cells involved in storage oil formation.
AT3G13340		1059.2	0.26023	0.086228	3.0179	0.0025454	0.0091055	Transducin/WD40 repeat-like superfamily protein.
AT2G34560	CCP1	201.59	-0.47797	0.15839	-3.0177	0.0025472	0.0091102	full_name=conserved in ciliated species and in the land plants 1. P-loop containing nucleoside triphosphate hydrolases superfamily protein.
AT2G45920		126.17	0.59894	0.19849	3.0175	0.0025484	0.0091116	U-box domain-containing protein.
AT5G32440		645.76	-0.30645	0.10156	-3.0175	0.0025488	0.0091116	Ubiquitin system component Cue protein.
AT4G18930		168.16	-0.50659	0.1679	-3.0172	0.0025512	0.0091182	RNA ligase/cyclic nucleotide phosphodiesterase family protein.
AT2G42280	FBH4	361.37	0.36221	0.12007	3.0168	0.0025549	0.0091293	full_name=FLOWERING BHLH 4. basic helix-loop-helix (bHLH) DNA-binding superfamily protein.
AT4G02730	WDR5b	157.27	0.516	0.17107	3.0163	0.0025589	0.0091417000000000009	full_name=human WDR5 (WD40 repeat) homolog b. Transducin/WD40 repeat-like superfamily protein.
AT1G77770		168.11	0.50917	0.16884	3.0157	0.0025642	0.0091566	forkhead box protein, putative (DUF1644).
AT1G06148		8.7449	-2.5637	0.85013	-3.0157	0.0025643	0.0091566	hypothetical protein. Unknown gene
AT5G10470	KAC1	90.425	-0.6765	0.22442	-3.0145	0.0025741	0.0091898	full_name=kinesin like protein for actin based chloroplast movement 1. kinesin like protein for actin based chloroplast movement 1. Kinesin that binds cyclin-dependent kinase CDKA;1 as homodimer or as heterodimer with KCA2. Demarcates the division site in plant cells.
AT4G03150		31.345	-1.218	0.40415	-3.0137	0.0025806	0.0092108	plant/protein.
AT5G30495		104.12	-0.64674	0.21461	-3.0136	0.002582	0.0092139	Fcf2 pre-rRNA processing protein.
AT3G53570	FC1	112.33	-0.63107	0.20942	-3.0134	0.0025833	0.0092165	full_name=FUS3-complementing gene 1. serine/threonine-protein kinase AFC1. a  member of a CDC2-related kinase subfamily,  the LAMMER kinases. activates STE12-dependent functions in yeast.
AT2G29210		934.63	0.24435	0.081097	3.013	0.0025868	0.0092267	splicing factor PWI domain-containing protein.
AT5G26830		420.33	0.33469	0.11112	3.0121000000000002	0.0025942	0.0092511	Threonyl-tRNA synthetase. Encodes a dual-targeted threonyl-tRNA synthetase found in both the chloroplast and mitochondrion.
AT2G26355		1417	0.33436	0.11109	3.0099	0.0026134	0.0093177	Natural antisense transcript overlaps with AT2G26360. Potential natural antisense gene, locus overlaps with AT2G26360
AT2G03020		29.691	-1.1949	0.39705	-3.0095	0.0026166	0.0093268	Heat shock protein HSP20/alpha crystallin family.
AT1G05570	CALS1	10.984	2.3285	0.77378	3.0092	0.0026193	0.0093343	full_name=callose synthase 1. callose synthase 1. Encodes a callose synthase 1 catalytic subunit . Member of Glycosyltransferase Family- 48.
AT3G24240	RGFR1	29.889	1.2537	0.41665	3.0089	0.0026219	0.0093416	Leucine-rich repeat receptor-like protein kinase family protein.
AT4G16840		13.609	2.0889	0.69454	3.0076	0.0026331	0.0093793	transmembrane protein.
AT1G49475		347.34	0.37986	0.12633	3.007	0.0026388	0.0093975	AP2/B3-like transcriptional factor family protein.
AT1G07040		607.99	-0.33695	0.11209	-3.0061	0.002646	0.009421	plant/protein.
AT1G51730		366.3	0.36432	0.12123	3.0053	0.0026535	0.0094455	Ubiquitin-conjugating enzyme family protein.
AT1G02750		155.17	0.51438	0.17119	3.0046	0.002659	0.0094633	Drought-responsive family protein.
AT1G12800	SDP	132.29	0.56714	0.18884	3.0034	0.0026702	0.0095009	Nucleic acid-binding, OB-fold-like protein.
AT5G48300	ADG1	248.08	-0.42126	0.14027	-3.0032	0.0026717	0.009504	full_name=ADP glucose pyrophosphorylase  1. ADP glucose pyrophosphorylase 1. Encodes the small subunit of ADP-glucose pyrophosphorylase. The small subunit is the catalytic isoform responsible for ADP-glucose pyrophosphorylase activity. The presence of the small subunit is required for large subunit stability. Two isoforms of the small subunit (ApS1 and ApS2) have been described. ApS1 is the major small subunit isoform present in all plant tissues tested.
AT3G53990	ATUSP	457.26	-0.32629	0.10865	-3.003	0.0026734	0.009508	Adenine nucleotide alpha hydrolases-like superfamily protein.
AT1G63270	ABCI1	177.03	0.49344	0.16434000000000001	3.0025	0.0026778	0.0095215	full_name=ATP-binding cassette I1. non-intrinsic ABC protein 10. Encodes a member of a heterogenous group of non-intrinsic ATP-binding cassette (ABC) proteins. Members of this group bear no close resemblance to each other nor to representatives of specific ABC protein subfamilies from other organisms. This grouping is arbitrary and will likely change upon acquisition of further data.
AT4G38040		116.77	-0.62873	0.20941	-3.0024	0.0026789	0.0095232	Exostosin family protein.
AT1G42960		190.93	-0.4712	0.15699	-3.0015	0.002687	0.0095498	inner membrane localized protein. expressed protein localized to the inner membrane of the chloroplast.
